datetime,Surface_temperature,Layer1_temperature,Layer2_temperature,Layer3_temperature
2030-01-15 19:00:00,1.5776163,5.12149,8.340942,8.025316
2030-01-15 20:00:00,1.9429616,5.229464,8.236187,7.863063
2030-01-15 21:00:00,1.1743202,4.4958615,7.5657744,7.2402215
2030-01-15 22:00:00,0.8976794,3.7431524,6.195946,5.7104545
2030-01-15 23:00:00,0.7272769,3.0819783,5.0619826,4.5433993
2030-01-16 00:00:00,-0.23758936,1.7370579,3.3469973,2.76108
2030-01-16 01:00:00,-0.8246086,1.3104528,3.2047465,3.0240252
2030-01-16 02:00:00,-1.9654708,0.022556443,1.8732972,1.7647696
2030-01-16 03:00:00,-2.7348986,-1.0074245,0.28352007,-0.15862696
2030-01-16 04:00:00,-3.4700992,-1.6067859,-0.1665006,-0.49171546
2030-01-16 05:00:00,-4.2321534,-1.8818265,0.06354072,-0.15162441
2030-01-16 06:00:00,-4.0565987,-2.151976,-0.622365,-0.9669475
2030-01-16 07:00:00,-2.7941484,-1.6779747,-1.0023061,-1.5318869
2030-01-16 08:00:00,-0.70773375,-0.2863753,-0.1036134,-0.4545504
2030-01-16 09:00:00,5.6544757,3.3148057,0.7978874,0.34860218
2030-01-16 10:00:00,14.11644,8.859279,3.8045979,3.9849355
2030-01-16 11:00:00,18.077969,11.41475,5.018221,5.3126764
